function_name,signature,filename,line_number,full_name,index
MPU_uxTaskGetNumberOfTasks,UBaseType_t(void),/home/zwz/FreeRTOS/FreeRTOS/Source/portable/GCC/ARM_CM3_MPU/mpu_wrappers_v2_asm.c,-1,MPU_vTaskSuspend,36
MPU_uxTaskGetSystemState,"UBaseType_t(TaskStatus_t*,UBaseType_t,uint32_t*)",/home/zwz/FreeRTOS/FreeRTOS/Source/portable/GCC/ARM_CM3_MPU/mpu_wrappers_v2_asm.c,-1,MPU_vTaskResume,37
MPU_uxTaskGetStackHighWaterMark,UBaseType_t(TaskHandle_t),/home/zwz/FreeRTOS/FreeRTOS/Source/portable/GCC/ARM_CM3_MPU/mpu_wrappers_v2_asm.c,-1,MPU_xTaskGetTickCount,38
MPU_uxTaskGetStackHighWaterMark2,StackType_t(TaskHandle_t),/home/zwz/FreeRTOS/FreeRTOS/Source/portable/GCC/ARM_CM3_MPU/mpu_wrappers_v2_asm.c,-1,MPU_uxTaskGetNumberOfTasks,39
MPU_xTaskGetCurrentTaskHandle,TaskHandle_t(void),/home/zwz/FreeRTOS/FreeRTOS/Source/portable/GCC/ARM_CM3_MPU/mpu_wrappers_v2_asm.c,-1,MPU_uxTaskGetSystemState,40
MPU_xTaskGetSchedulerState,BaseType_t(void),/home/zwz/FreeRTOS/FreeRTOS/Source/portable/GCC/ARM_CM3_MPU/mpu_wrappers_v2_asm.c,-1,MPU_uxTaskGetStackHighWaterMark,41
MPU_vTaskSetTimeOutState,void(TimeOut_t*),/home/zwz/FreeRTOS/FreeRTOS/Source/portable/GCC/ARM_CM3_MPU/mpu_wrappers_v2_asm.c,-1,MPU_uxTaskGetStackHighWaterMark2,42
MPU_xTaskCheckForTimeOut,"BaseType_t(TimeOut_t*,TickType_t*)",/home/zwz/FreeRTOS/FreeRTOS/Source/portable/GCC/ARM_CM3_MPU/mpu_wrappers_v2_asm.c,-1,MPU_xTaskGetCurrentTaskHandle,43
MPU_xTaskGenericNotifyEntry,BaseType_t(xTaskGenericNotifyParams_t*),/home/zwz/FreeRTOS/FreeRTOS/Source/portable/GCC/ARM_CM3_MPU/mpu_wrappers_v2_asm.c,-1,MPU_xTaskGetSchedulerState,44
MPU_xTaskGenericNotifyWaitEntry,BaseType_t(xTaskGenericNotifyWaitParams_t*),/home/zwz/FreeRTOS/FreeRTOS/Source/portable/GCC/ARM_CM3_MPU/mpu_wrappers_v2_asm.c,-1,MPU_vTaskSetTimeOutState,45
MPU_ulTaskGenericNotifyTake,"uint32_t(UBaseType_t,BaseType_t,TickType_t)",/home/zwz/FreeRTOS/FreeRTOS/Source/portable/GCC/ARM_CM3_MPU/mpu_wrappers_v2_asm.c,-1,MPU_xTaskCheckForTimeOut,46
MPU_xTaskGenericNotifyStateClear,"BaseType_t(TaskHandle_t,UBaseType_t)",/home/zwz/FreeRTOS/FreeRTOS/Source/portable/GCC/ARM_CM3_MPU/mpu_wrappers_v2_asm.c,-1,MPU_xTaskGenericNotifyEntry,47
MPU_ulTaskGenericNotifyValueClear,"uint32_t(TaskHandle_t,UBaseType_t,uint32_t)",/home/zwz/FreeRTOS/FreeRTOS/Source/portable/GCC/ARM_CM3_MPU/mpu_wrappers_v2_asm.c,-1,MPU_xTaskGenericNotifyWaitEntry,48
MPU_xQueueGenericSend,"BaseType_t(QueueHandle_t,void*,TickType_t,BaseType_t)",/home/zwz/FreeRTOS/FreeRTOS/Source/portable/GCC/ARM_CM3_MPU/mpu_wrappers_v2_asm.c,-1,MPU_ulTaskGenericNotifyTake,49
MPU_uxQueueMessagesWaiting,UBaseType_t(QueueHandle_t),/home/zwz/FreeRTOS/FreeRTOS/Source/portable/GCC/ARM_CM3_MPU/mpu_wrappers_v2_asm.c,-1,MPU_xTaskGenericNotifyStateClear,50
MPU_uxQueueSpacesAvailable,UBaseType_t(QueueHandle_t),/home/zwz/FreeRTOS/FreeRTOS/Source/portable/GCC/ARM_CM3_MPU/mpu_wrappers_v2_asm.c,-1,MPU_ulTaskGenericNotifyValueClear,51
MPU_xQueueReceive,"BaseType_t(QueueHandle_t,void*,TickType_t)",/home/zwz/FreeRTOS/FreeRTOS/Source/portable/GCC/ARM_CM3_MPU/mpu_wrappers_v2_asm.c,-1,MPU_xQueueGenericSend,52
MPU_xQueuePeek,"BaseType_t(QueueHandle_t,void*,TickType_t)",/home/zwz/FreeRTOS/FreeRTOS/Source/portable/GCC/ARM_CM3_MPU/mpu_wrappers_v2_asm.c,-1,MPU_uxQueueMessagesWaiting,53
MPU_xQueueSemaphoreTake,"BaseType_t(QueueHandle_t,TickType_t)",/home/zwz/FreeRTOS/FreeRTOS/Source/portable/GCC/ARM_CM3_MPU/mpu_wrappers_v2_asm.c,-1,MPU_uxQueueSpacesAvailable,54
MPU_xQueueGetMutexHolder,TaskHandle_t(QueueHandle_t),/home/zwz/FreeRTOS/FreeRTOS/Source/portable/GCC/ARM_CM3_MPU/mpu_wrappers_v2_asm.c,-1,MPU_xQueueReceive,55
MPU_xQueueTakeMutexRecursive,"BaseType_t(QueueHandle_t,TickType_t)",/home/zwz/FreeRTOS/FreeRTOS/Source/portable/GCC/ARM_CM3_MPU/mpu_wrappers_v2_asm.c,-1,MPU_xQueuePeek,56
MPU_xQueueGiveMutexRecursive,BaseType_t(QueueHandle_t),/home/zwz/FreeRTOS/FreeRTOS/Source/portable/GCC/ARM_CM3_MPU/mpu_wrappers_v2_asm.c,-1,MPU_xQueueSemaphoreTake,57
MPU_vQueueAddToRegistry,"void(QueueHandle_t,char*)",/home/zwz/FreeRTOS/FreeRTOS/Source/portable/GCC/ARM_CM3_MPU/mpu_wrappers_v2_asm.c,-1,MPU_xQueueGetMutexHolder,58
MPU_vQueueUnregisterQueue,void(QueueHandle_t),/home/zwz/FreeRTOS/FreeRTOS/Source/portable/GCC/ARM_CM3_MPU/mpu_wrappers_v2_asm.c,-1,MPU_xQueueTakeMutexRecursive,59
MPU_pcQueueGetName,char*(QueueHandle_t),/home/zwz/FreeRTOS/FreeRTOS/Source/portable/GCC/ARM_CM3_MPU/mpu_wrappers_v2_asm.c,-1,MPU_xQueueGiveMutexRecursive,60
MPU_pvTimerGetTimerID,void*(TimerHandle_t),/home/zwz/FreeRTOS/FreeRTOS/Source/portable/GCC/ARM_CM3_MPU/mpu_wrappers_v2_asm.c,-1,MPU_vQueueAddToRegistry,61
MPU_vTimerSetTimerID,"void(TimerHandle_t,void*)",/home/zwz/FreeRTOS/FreeRTOS/Source/portable/GCC/ARM_CM3_MPU/mpu_wrappers_v2_asm.c,-1,MPU_vQueueUnregisterQueue,62
MPU_xTimerIsTimerActive,BaseType_t(TimerHandle_t),/home/zwz/FreeRTOS/FreeRTOS/Source/portable/GCC/ARM_CM3_MPU/mpu_wrappers_v2_asm.c,-1,MPU_pcQueueGetName,63
MPU_xTimerGetTimerDaemonTaskHandle,TaskHandle_t(void),/home/zwz/FreeRTOS/FreeRTOS/Source/portable/GCC/ARM_CM3_MPU/mpu_wrappers_v2_asm.c,-1,MPU_pvTimerGetTimerID,64
MPU_xTimerGenericCommandFromTaskEntry,BaseType_t(xTimerGenericCommandFromTaskParams_t*),/home/zwz/FreeRTOS/FreeRTOS/Source/portable/GCC/ARM_CM3_MPU/mpu_wrappers_v2_asm.c,-1,MPU_vTimerSetTimerID,65
MPU_pcTimerGetName,char*(TimerHandle_t),/home/zwz/FreeRTOS/FreeRTOS/Source/portable/GCC/ARM_CM3_MPU/mpu_wrappers_v2_asm.c,-1,MPU_xTimerIsTimerActive,66
MPU_vTimerSetReloadMode,"void(TimerHandle_t,BaseType_t)",/home/zwz/FreeRTOS/FreeRTOS/Source/portable/GCC/ARM_CM3_MPU/mpu_wrappers_v2_asm.c,-1,MPU_xTimerGetTimerDaemonTaskHandle,67
MPU_xTimerGetReloadMode,BaseType_t(TimerHandle_t),/home/zwz/FreeRTOS/FreeRTOS/Source/portable/GCC/ARM_CM3_MPU/mpu_wrappers_v2_asm.c,-1,MPU_xTimerGenericCommandFromTaskEntry,68
MPU_uxTimerGetReloadMode,UBaseType_t(TimerHandle_t),/home/zwz/FreeRTOS/FreeRTOS/Source/portable/GCC/ARM_CM3_MPU/mpu_wrappers_v2_asm.c,-1,MPU_pcTimerGetName,69
MPU_xTimerGetPeriod,TickType_t(TimerHandle_t),/home/zwz/FreeRTOS/FreeRTOS/Source/portable/GCC/ARM_CM3_MPU/mpu_wrappers_v2_asm.c,-1,MPU_vTimerSetReloadMode,70
MPU_xTimerGetExpiryTime,TickType_t(TimerHandle_t),/home/zwz/FreeRTOS/FreeRTOS/Source/portable/GCC/ARM_CM3_MPU/mpu_wrappers_v2_asm.c,-1,MPU_xTimerGetReloadMode,71
MPU_xEventGroupWaitBitsEntry,EventBits_t(xEventGroupWaitBitsParams_t*),/home/zwz/FreeRTOS/FreeRTOS/Source/portable/GCC/ARM_CM3_MPU/mpu_wrappers_v2_asm.c,-1,MPU_uxTimerGetReloadMode,72
MPU_xEventGroupClearBits,"EventBits_t(EventGroupHandle_t,EventBits_t)",/home/zwz/FreeRTOS/FreeRTOS/Source/portable/GCC/ARM_CM3_MPU/mpu_wrappers_v2_asm.c,-1,MPU_xTimerGetPeriod,73
MPU_xEventGroupSetBits,"EventBits_t(EventGroupHandle_t,EventBits_t)",/home/zwz/FreeRTOS/FreeRTOS/Source/portable/GCC/ARM_CM3_MPU/mpu_wrappers_v2_asm.c,-1,MPU_xTimerGetExpiryTime,74
MPU_xEventGroupSync,"EventBits_t(EventGroupHandle_t,EventBits_t,EventBits_t,TickType_t)",/home/zwz/FreeRTOS/FreeRTOS/Source/portable/GCC/ARM_CM3_MPU/mpu_wrappers_v2_asm.c,-1,MPU_xEventGroupWaitBitsEntry,75
MPU_uxEventGroupGetNumber,UBaseType_t(void*),/home/zwz/FreeRTOS/FreeRTOS/Source/portable/GCC/ARM_CM3_MPU/mpu_wrappers_v2_asm.c,-1,MPU_xEventGroupClearBits,76
MPU_vEventGroupSetNumber,"void(void*,UBaseType_t)",/home/zwz/FreeRTOS/FreeRTOS/Source/portable/GCC/ARM_CM3_MPU/mpu_wrappers_v2_asm.c,-1,MPU_xEventGroupSetBits,77
MPU_xStreamBufferSend,"size_t(StreamBufferHandle_t,void*,size_t,TickType_t)",/home/zwz/FreeRTOS/FreeRTOS/Source/portable/GCC/ARM_CM3_MPU/mpu_wrappers_v2_asm.c,-1,MPU_xEventGroupSync,78
MPU_xStreamBufferReceive,"size_t(StreamBufferHandle_t,void*,size_t,TickType_t)",/home/zwz/FreeRTOS/FreeRTOS/Source/portable/GCC/ARM_CM3_MPU/mpu_wrappers_v2_asm.c,-1,MPU_uxEventGroupGetNumber,79
MPU_xStreamBufferIsFull,BaseType_t(StreamBufferHandle_t),/home/zwz/FreeRTOS/FreeRTOS/Source/portable/GCC/ARM_CM3_MPU/mpu_wrappers_v2_asm.c,-1,MPU_vEventGroupSetNumber,80
MPU_xStreamBufferIsEmpty,BaseType_t(StreamBufferHandle_t),/home/zwz/FreeRTOS/FreeRTOS/Source/portable/GCC/ARM_CM3_MPU/mpu_wrappers_v2_asm.c,-1,MPU_xStreamBufferSend,81
MPU_xStreamBufferSpacesAvailable,size_t(StreamBufferHandle_t),/home/zwz/FreeRTOS/FreeRTOS/Source/portable/GCC/ARM_CM3_MPU/mpu_wrappers_v2_asm.c,-1,MPU_xStreamBufferReceive,82
MPU_xStreamBufferBytesAvailable,size_t(StreamBufferHandle_t),/home/zwz/FreeRTOS/FreeRTOS/Source/portable/GCC/ARM_CM3_MPU/mpu_wrappers_v2_asm.c,-1,MPU_xStreamBufferIsFull,83
MPU_xStreamBufferSetTriggerLevel,"BaseType_t(StreamBufferHandle_t,size_t)",/home/zwz/FreeRTOS/FreeRTOS/Source/portable/GCC/ARM_CM3_MPU/mpu_wrappers_v2_asm.c,-1,MPU_xStreamBufferIsEmpty,84
MPU_xStreamBufferNextMessageLengthBytes,size_t(StreamBufferHandle_t),/home/zwz/FreeRTOS/FreeRTOS/Source/portable/GCC/ARM_CM3_MPU/mpu_wrappers_v2_asm.c,-1,MPU_xStreamBufferSpacesAvailable,85
BREAKPOINT,int(void),/home/zwz/FreeRTOS/FreeRTOS/Source/portable/GCC/ARM_CM3_MPU/mpu_wrappers_v2_asm.c,-1,MPU_xStreamBufferBytesAvailable,86
create_queue,void(),/home/zwz/FreeRTOS/FreeRTOS/Source/portable/GCC/ARM_CM3_MPU/mpu_wrappers_v2_asm.c,-1,MPU_xStreamBufferSetTriggerLevel,87
delete_queue,void(),/home/zwz/FreeRTOS/FreeRTOS/Source/portable/GCC/ARM_CM3_MPU/mpu_wrappers_v2_asm.c,-1,MPU_xStreamBufferNextMessageLengthBytes,88
test_task,void(void),fuzz_harness.c,-1,BREAKPOINT,89
